'330000','浙江省','10',
'411702','河南省驻马店市驿城区','411702',
'411721','河南省驻马店市西平县','411721',
'411722','河南省驻马店市上蔡县','411722',
'411723','河南省驻马店市平舆县','411723',
'411724','河南省驻马店市正阳县','411724',
'411725','河南省驻马店市确山县','411725',
'411726','河南省驻马店市泌阳县','411726',
'411727','河南省驻马店市汝南县','411727',
'411728','河南省驻马店市遂平县','411728',
'411729','河南省驻马店市新蔡县','411729',
'419000','河南省省直辖县级行政区划','4190',
'419001','河南省省直辖县级行政区划济源市','419001',
'420000','湖北省','42',
'420100','湖北省武汉市','4201',
'420101','湖北省武汉市市辖区','420101',
'420102','湖北省武汉市江岸区','420102',
'420103','湖北省武汉市江汉区','420103',
'420104','湖北省武汉市硚口区','420104',
'420105','湖北省武汉市汉阳区','420105',
'420106','湖北省武汉市武昌区','420106',
'420107','湖北省武汉市青山区','420107',
'420111','湖北省武汉市洪山区','420111',
'420112','湖北省武汉市东西湖区','420112',
'420113','湖北省武汉市汉南区','420113',
'420114','湖北省武汉市蔡甸区','420114',
'420115','湖北省武汉市江夏区','420115',
'420116','湖北省武汉市黄陂区','420116',
'420117','湖北省武汉市新洲区','420117',
'420200','湖北省黄石市','4202',
'420201','湖北省黄石市市辖区','420201',
'420202','湖北省黄石市黄石港区','420202',
'420203','湖北省黄石市西塞山区','420203',
'420204','湖北省黄石市下陆区','420204',
'420205','湖北省黄石市铁山区','420205',
'420222','湖北省黄石市阳新县','420222',
'420281','湖北省黄石市大冶市','420281',
'420300','湖北省十堰市','4203',
'420301','湖北省十堰市市辖区','420301',
'420302','湖北省十堰市茅箭区','420302',
'420303','湖北省十堰市张湾区','420303',
'420304','湖北省十堰市郧阳区','420304',
'420322','湖北省十堰市郧西县','420322',
'420323','湖北省十堰市竹山县','420323',
'420324','湖北省十堰市竹溪县','420324',
'420325','湖北省十堰市房县','420325',
'420381','湖北省十堰市丹江口市','420381',
'420500','湖北省宜昌市','4205',
'420501','湖北省宜昌市市辖区','420501',
'420502','湖北省宜昌市西陵区','420502',
'420503','湖北省宜昌市伍家岗区','420503',
'420504','湖北省宜昌市点军区','420504',
'420505','湖北省宜昌市猇亭区','420505',
'420506','湖北省宜昌市夷陵区','420506',
'420525','湖北省宜昌市远安县','420525',
'420526','湖北省宜昌市兴山县','420526',
'420527','湖北省宜昌市秭归县','420527',
'420528','湖北省宜昌市长阳土家族自治县','420528',
'420529','湖北省宜昌市五峰土家族自治县','420529',
'420581','湖北省宜昌市宜都市','420581',
'420582','湖北省宜昌市当阳市','420582',
'420583','湖北省宜昌市枝江市','420583',
'420600','湖北省襄阳市','4206',
'420601','湖北省襄阳市市辖区','420601',
'420602','湖北省襄阳市襄城区','420602',
'420606','湖北省襄阳市樊城区','420606',
'420607','湖北省襄阳市襄州区','420607',
'420624','湖北省襄阳市南漳县','420624',
'420625','湖北省襄阳市谷城县','420625',
'420626','湖北省襄阳市保康县','420626',
'420682','湖北省襄阳市老河口市','420682',
'420683','湖北省襄阳市枣阳市','420683',
'420684','湖北省襄阳市宜城市','420684',
'420700','湖北省鄂州市','4207',
'420701','湖北省鄂州市市辖区','420701',
'420702','湖北省鄂州市梁子湖区','420702',
'420703','湖北省鄂州市华容区','420703',
'420704','湖北省鄂州市鄂城区','420704',
'420800','湖北省荆门市','4208',
'420801','湖北省荆门市市辖区','420801',
'420802','湖北省荆门市东宝区','420802',
'420804','湖北省荆门市掇刀区','420804',
'420821','湖北省荆门市京山县','420821',
'420822','湖北省荆门市沙洋县','420822',
'420881','湖北省荆门市钟祥市','420881',
'420900','湖北省孝感市','4209',
'420901','湖北省孝感市市辖区','420901',
'420902','湖北省孝感市孝南区','420902',
'420921','湖北省孝感市孝昌县','420921',
'420922','湖北省孝感市大悟县','420922',
'420923','湖北省孝感市云梦县','420923',
'420981','湖北省孝感市应城市','420981',
'420982','湖北省孝感市安陆市','420982',
'420984','湖北省孝感市汉川市','420984',
'421000','湖北省荆州市','4210',
'421001','湖北省荆州市市辖区','421001',
'421002','湖北省荆州市沙市区','421002',
'421003','湖北省荆州市荆州区','421003',
'421022','湖北省荆州市公安县','421022',
'421023','湖北省荆州市监利县','421023',
'421024','湖北省荆州市江陵县','421024',
'421081','湖北省荆州市石首市','421081',
'421083','湖北省荆州市洪湖市','421083',
'421087','湖北省荆州市松滋市','421087',
'421100','湖北省黄冈市','4211',
'421101','湖北省黄冈市市辖区','421101',
'421102','湖北省黄冈市黄州区','421102',
'421121','湖北省黄冈市团风县','421121',
'421122','湖北省黄冈市红安县','421122',
'421123','湖北省黄冈市罗田县','421123',
'421124','湖北省黄冈市英山县','421124',
'421125','湖北省黄冈市浠水县','421125',
'421126','湖北省黄冈市蕲春县','421126',
'421127','湖北省黄冈市黄梅县','421127',
'421181','湖北省黄冈市麻城市','421181',
'421182','湖北省黄冈市武穴市','421182',
'421200','湖北省咸宁市','4212',
'421201','湖北省咸宁市市辖区','421201',
'421202','湖北省咸宁市咸安区','421202',
'421221','湖北省咸宁市嘉鱼县','421221',
'421222','湖北省咸宁市通城县','421222',
'421223','湖北省咸宁市崇阳县','421223',
'421224','湖北省咸宁市通山县','421224',
'421281','湖北省咸宁市赤壁市','421281',
'421300','湖北省随州市','4213',
'421301','湖北省随州市市辖区','421301',
'421303','湖北省随州市曾都区','421303',
'421321','湖北省随州市随县','421321',
'421381','湖北省随州市广水市','421381',
'422800','湖北省恩施土家族苗族自治州','4228',
'422801','湖北省恩施土家族苗族自治州恩施市','422801',
'422802','湖北省恩施土家族苗族自治州利川市','422802',
'422822','湖北省恩施土家族苗族自治州建始县','422822',
'422823','湖北省恩施土家族苗族自治州巴东县','422823',
'422825','湖北省恩施土家族苗族自治州宣恩县','422825',
'422826','湖北省恩施土家族苗族自治州咸丰县','422826',
'422827','湖北省恩施土家族苗族自治州来凤县','422827',
'422828','湖北省恩施土家族苗族自治州鹤峰县','422828',
'429000','湖北省省直辖县级行政区划','4290',
'429004','湖北省省直辖县级行政区划仙桃市','429004',
'429005','湖北省省直辖县级行政区划潜江市','429005',
'429006','湖北省省直辖县级行政区划天门市','429006',
'429021','湖北省省直辖县级行政区划神农架林区','429021',
'430000','湖南省','43',
'430100','湖南省长沙市','4301',
'430101','湖南省长沙市市辖区','430101',
'430102','湖南省长沙市芙蓉区','430102',
'430103','湖南省长沙市天心区','430103',
'430104','湖南省长沙市岳麓区','430104',
'430105','湖南省长沙市开福区','430105',
'430111','湖南省长沙市雨花区','430111',
'430112','湖南省长沙市望城区','430112',
'430121','湖南省长沙市长沙县','430121',
'430124','湖南省长沙市宁乡县','430124',
'430181','湖南省长沙市浏阳市','430181',
'430200','湖南省株洲市','4302',
'430201','湖南省株洲市市辖区','430201',
'430202','湖南省株洲市荷塘区','430202',
'430203','湖南省株洲市芦淞区','430203',
'430204','湖南省株洲市石峰区','430204',
'430211','湖南省株洲市天元区','430211',
'430221','湖南省株洲市株洲县','430221',
'430223','湖南省株洲市攸县','430223',
'430224','湖南省株洲市茶陵县','430224',
'430225','湖南省株洲市炎陵县','430225',
'430281','湖南省株洲市醴陵市','430281',
'430300','湖南省湘潭市','4303',
'430301','湖南省湘潭市市辖区','430301',
'430302','湖南省湘潭市雨湖区','430302',
'430304','湖南省湘潭市岳塘区','430304',
'430321','湖南省湘潭市湘潭县','430321',
'430381','湖南省湘潭市湘乡市','430381',
'430382','湖南省湘潭市韶山市','430382',
'430400','湖南省衡阳市','4304',
'430401','湖南省衡阳市市辖区','430401',
'430405','湖南省衡阳市珠晖区','430405',
'430406','湖南省衡阳市雁峰区','430406',
'430407','湖南省衡阳市石鼓区','430407',
'430408','湖南省衡阳市蒸湘区','430408',
'430412','湖南省衡阳市南岳区','430412',
'430421','湖南省衡阳市衡阳县','430421',
'430422','湖南省衡阳市衡南县','430422',
'430423','湖南省衡阳市衡山县','430423',
'430424','湖南省衡阳市衡东县','430424',
'430426','湖南省衡阳市祁东县','430426',
'430481','湖南省衡阳市耒阳市','430481',
'430482','湖南省衡阳市常宁市','430482',
'430500','湖南省邵阳市','4305',
'430501','湖南省邵阳市市辖区','430501',
'430502','湖南省邵阳市双清区','430502',
'430503','湖南省邵阳市大祥区','430503',
'430511','湖南省邵阳市北塔区','430511',
'430521','湖南省邵阳市邵东县','430521',
'430522','湖南省邵阳市新邵县','430522',
'430523','湖南省邵阳市邵阳县','430523',
'430524','湖南省邵阳市隆回县','430524',
'430525','湖南省邵阳市洞口县','430525',
'430527','湖南省邵阳市绥宁县','430527',
'430528','湖南省邵阳市新宁县','430528',
'430529','湖南省邵阳市城步苗族自治县','430529',
'430581','湖南省邵阳市武冈市','430581',
'430600','湖南省岳阳市','4306',
'430601','湖南省岳阳市市辖区','430601',
'430602','湖南省岳阳市岳阳楼区','430602',
'430603','湖南省岳阳市云溪区','430603',
'430611','湖南省岳阳市君山区','430611',
'430621','湖南省岳阳市岳阳县','430621',
'430623','湖南省岳阳市华容县','430623',
'430624','湖南省岳阳市湘阴县','430624',
'430626','湖南省岳阳市平江县','430626',
'430681','湖南省岳阳市汨罗市','430681',
'430682','湖南省岳阳市临湘市','430682',
'430700','湖南省常德市','4307',
'430701','湖南省常德市市辖区','430701',
'430702','湖南省常德市武陵区','430702',
'430703','湖南省常德市鼎城区','430703',
'430721','湖南省常德市安乡县','430721',
'430722','湖南省常德市汉寿县','430722',
'430723','湖南省常德市澧县','430723',
'430724','湖南省常德市临澧县','430724',
'430725','湖南省常德市桃源县','430725',
'430726','湖南省常德市石门县','430726',
'430781','湖南省常德市津市市','430781',
'430800','湖南省张家界市','4308',
'430801','湖南省张家界市市辖区','430801',
'430802','湖南省张家界市永定区','430802',
'430811','湖南省张家界市武陵源区','430811',
'430821','湖南省张家界市慈利县','430821',
'430822','湖南省张家界市桑植县','430822',
'430900','湖南省益阳市','4309',
'430901','湖南省益阳市市辖区','430901',
'430902','湖南省益阳市资阳区','430902',
'430903','湖南省益阳市赫山区','430903',
'430921','湖南省益阳市南县','430921',
'430922','湖南省益阳市桃江县','430922',
'430923','湖南省益阳市安化县','430923',
'430981','湖南省益阳市沅江市','430981',
'431000','湖南省郴州市','4310',
'431001','湖南省郴州市市辖区','431001',
'431002','湖南省郴州市北湖区','431002',
'431003','湖南省郴州市苏仙区','431003',
'431021','湖南省郴州市桂阳县','431021',
'431022','湖南省郴州市宜章县','431022',
'431023','湖南省郴州市永兴县','431023',
'431024','湖南省郴州市嘉禾县','431024',
'431025','湖南省郴州市临武县','431025',
'431026','湖南省郴州市汝城县','431026',
'431027','湖南省郴州市桂东县','431027',
'431028','湖南省郴州市安仁县','431028',
'431081','湖南省郴州市资兴市','431081',
'431100','湖南省永州市','4311',
'431101','湖南省永州市市辖区','431101',
'431102','湖南省永州市零陵区','431102',
'431103','湖南省永州市冷水滩区','431103',
'431121','湖南省永州市祁阳县','431121',
'431122','湖南省永州市东安县','431122',
'431123','湖南省永州市双牌县','431123',
'431124','湖南省永州市道县','431124',
'431125','湖南省永州市江永县','431125',
'431126','湖南省永州市宁远县','431126',
'431127','湖南省永州市蓝山县','431127',
'431128','湖南省永州市新田县','431128',
'431129','湖南省永州市江华瑶族自治县','431129',
'431200','湖南省怀化市','4312',
'431201','湖南省怀化市市辖区','431201',
'431202','湖南省怀化市鹤城区','431202',
'431221','湖南省怀化市中方县','431221',
'431222','湖南省怀化市沅陵县','431222',
'431223','湖南省怀化市辰溪县','431223',
'431224','湖南省怀化市溆浦县','431224',
'431225','湖南省怀化市会同县','431225',
'431226','湖南省怀化市麻阳苗族自治县','431226',
'431227','湖南省怀化市新晃侗族自治县','431227',
'431228','湖南省怀化市芷江侗族自治县','431228',
'431229','湖南省怀化市靖州苗族侗族自治县','431229',
'431230','湖南省怀化市通道侗族自治县','431230',
'431281','湖南省怀化市洪江市','431281',
'431300','湖南省娄底市','4313',
'431301','湖南省娄底市市辖区','431301',
'431302','湖南省娄底市娄星区','431302',
'431321','湖南省娄底市双峰县','431321',
'431322','湖南省娄底市新化县','431322',
'431381','湖南省娄底市冷水江市','431381',
'431382','湖南省娄底市涟源市','431382',
'433100','湖南省湘西土家族苗族自治州','4331',
'433101','湖南省湘西土家族苗族自治州吉首市','433101',
'433122','湖南省湘西土家族苗族自治州泸溪县','433122',
'433123','湖南省湘西土家族苗族自治州凤凰县','433123',
'433124','湖南省湘西土家族苗族自治州花垣县','433124',
'433125','湖南省湘西土家族苗族自治州保靖县','433125',
'433126','湖南省湘西土家族苗族自治州古丈县','433126',
'433127','湖南省湘西土家族苗族自治州永顺县','433127',
'433130','湖南省湘西土家族苗族自治州龙山县','433130',
'440000','广东省','44',
'440100','广东省广州市','4401',
'440101','广东省广州市市辖区','440101',
'440103','广东省广州市荔湾区','440103',
'440104','广东省广州市越秀区','440104',
'440105','广东省广州市海珠区','440105',
'440106','广东省广州市天河区','440106',
'440111','广东省广州市白云区','440111',
'440112','广东省广州市黄埔区','440112',
'440113','广东省广州市番禺区','440113',
'440114','广东省广州市花都区','440114',
'440115','广东省广州市南沙区','440115',
'440116','广东省广州市萝岗区','440116',
'440117','广东省广州市从化区','440117',
'440118','广东省广州市增城区','440118',
'440200','广东省韶关市','4402',
'440201','广东省韶关市市辖区','440201',
'440203','广东省韶关市武江区','440203',
'440204','广东省韶关市浈江区','440204',
'440205','广东省韶关市曲江区','440205',
'440222','广东省韶关市始兴县','440222',
'440224','广东省韶关市仁化县','440224',
'440229','广东省韶关市翁源县','440229',
'440232','广东省韶关市乳源瑶族自治县','440232',
'440233','广东省韶关市新丰县','440233',
'440281','广东省韶关市乐昌市','440281',
'440282','广东省韶关市南雄市','440282',
'440300','广东省深圳市','4403',
'440301','广东省深圳市市辖区','440301',
'440303','广东省深圳市罗湖区','440303',
'440304','广东省深圳市福田区','440304',
'440305','广东省深圳市南山区','440305',
'440306','广东省深圳市宝安区','440306',
'440307','广东省深圳市龙岗区','440307',
'440308','广东省深圳市盐田区','440308',
'440400','广东省珠海市','4404',
'440401','广东省珠海市市辖区','440401',
'440402','广东省珠海市香洲区','440402',
'440403','广东省珠海市斗门区','440403',
'440404','广东省珠海市金湾区','440404',
'440500','广东省汕头市','4405',
'440501','广东省汕头市市辖区','440501',
'440507','广东省汕头市龙湖区','440507',
'440511','广东省汕头市金平区','440511',
'440512','广东省汕头市濠江区','440512',
'440513','广东省汕头市潮阳区','440513',
'440514','广东省汕头市潮南区','440514',
'440515','广东省汕头市澄海区','440515',
'440523','广东省汕头市南澳县','440523',
'440600','广东省佛山市','4406',
'440601','广东省佛山市市辖区','440601',
'440604','广东省佛山市禅城区','440604',
'440605','广东省佛山市南海区','440605',
'440606','广东省佛山市顺德区','440606',
'440607','广东省佛山市三水区','440607',
'440608','广东省佛山市高明区','440608',
'440700','广东省江门市','4407',
'440701','广东省江门市市辖区','440701',
'440703','广东省江门市蓬江区','440703',
'440704','广东省江门市江海区','440704',
'440705','广东省江门市新会区','440705',
'440781','广东省江门市台山市','440781',
'440783','广东省江门市开平市','440783',
'440784','广东省江门市鹤山市','440784',
'440785','广东省江门市恩平市','440785',
'440800','广东省湛江市','4408',
'440801','广东省湛江市市辖区','440801',
'440802','广东省湛江市赤坎区','440802',
'440803','广东省湛江市霞山区','440803',
'440804','广东省湛江市坡头区','440804',
'440811','广东省湛江市麻章区','440811',
'440823','广东省湛江市遂溪县','440823',
'440825','广东省湛江市徐闻县','440825',
'440881','广东省湛江市廉江市','440881',
'440882','广东省湛江市雷州市','440882',
'440883','广东省湛江市吴川市','440883',
'440900','广东省茂名市','4409',
'440901','广东省茂名市市辖区','440901',
'440902','广东省茂名市茂南区','440902',
'440903','广东省茂名市茂港区','440903',
'440904','广东省茂名市电白区','440904',
'440981','广东省茂名市高州市','440981',
'440982','广东省茂名市化州市','440982',
'440983','广东省茂名市信宜市','440983',
'441200','广东省肇庆市','4412',
'441201','广东省肇庆市市辖区','441201',
'441202','广东省肇庆市端州区','441202',
'441203','广东省肇庆市鼎湖区','441203',
'441223','广东省肇庆市广宁县','441223',
'441224','广东省肇庆市怀集县','441224',
'441225','广东省肇庆市封开县','441225',
'441226','广东省肇庆市德庆县','441226',
'441283','广东省肇庆市高要市','441283',
'441284','广东省肇庆市四会市','441284',
'441300','广东省惠州市','4413',
'441301','广东省惠州市市辖区','441301',
'441302','广东省惠州市惠城区','441302',
'441303','广东省惠州市惠阳区','441303',
'441322','广东省惠州市博罗县','441322',
'441323','广东省惠州市惠东县','441323',
'441324','广东省惠州市龙门县','441324',
'441400','广东省梅州市','4414',
'441401','广东省梅州市市辖区','441401',
'441402','广东省梅州市梅江区','441402',
'441403','广东省梅州市梅县区','441403',
'441422','广东省梅州市大埔县','441422',
'441423','广东省梅州市丰顺县','441423',
'441424','广东省梅州市五华县','441424',
'441426','广东省梅州市平远县','441426',
'441427','广东省梅州市蕉岭县','441427',
'441481','广东省梅州市兴宁市','441481',
'441500','广东省汕尾市','4415',
'441501','广东省汕尾市市辖区','441501',
'441502','广东省汕尾市城区','441502',
'441521','广东省汕尾市海丰县','441521',
'441523','广东省汕尾市陆河县','441523',
'441581','广东省汕尾市陆丰市','441581',
'441600','广东省河源市','4416',
'441601','广东省河源市市辖区','441601',
'441602','广东省河源市源城区','441602',
'441621','广东省河源市紫金县','441621',
'441622','广东省河源市龙川县','441622',
'441623','广东省河源市连平县','441623',
'441624','广东省河源市和平县','441624',
'441625','广东省河源市东源县','441625',
'441700','广东省阳江市','4417',
'441701','广东省阳江市市辖区','441701',
'441702','广东省阳江市江城区','441702',
'441721','广东省阳江市阳西县','441721',
'441723','广东省阳江市阳东县','441723',
'441781','广东省阳江市阳春市','441781',
'441800','广东省清远市','4418',
'441801','广东省清远市市辖区','441801',
'441802','广东省清远市清城区','441802',
'441803','广东省清远市清新区','441803',
'441821','广东省清远市佛冈县','441821',
'441823','广东省清远市阳山县','441823',
'441825','广东省清远市连山壮族瑶族自治县','441825',
'441826','广东省清远市连南瑶族自治县','441826',
'441881','广东省清远市英德市','441881',
'441882','广东省清远市连州市','441882',
'441900','广东省东莞市','4419',
'441901','广东省东莞市全辖','441901',
'442000','广东省中山市','4420',
'442001','广东省中山市市辖区','442001',
'445100','广东省潮州市','4451',
'445101','广东省潮州市市辖区','445101',
'445102','广东省潮州市湘桥区','445102',
'445121','广东省潮州市潮安县','445121',
'445122','广东省潮州市饶平县','445122',
'445200','广东省揭阳市','4452',
'445201','广东省揭阳市市辖区','445201',
'445202','广东省揭阳市榕城区','445202',
'445221','广东省揭阳市揭东区','445221',
'445222','广东省揭阳市揭西县','445222',
'445224','广东省揭阳市惠来县','445224',
'445281','广东省揭阳市普宁市','445281',
'445300','广东省云浮市','4453',
'445301','广东省云浮市市辖区','445301',
'445302','广东省云浮市云城区','445302',
'445303','广东省云浮市云安区','445303',
'445321','广东省云浮市新兴县','445321',
'445322','广东省云浮市郁南县','445322',
'445381','广东省云浮市罗定市','445381',
'450000','广西壮族自治区','45',
'450100','广西壮族自治区南宁市','4501',
'450101','广西壮族自治区南宁市市辖区','450101',
'450102','广西壮族自治区南宁市兴宁区','450102',
'450103','广西壮族自治区南宁市青秀区','450103',
'450105','广西壮族自治区南宁市江南区','450105',
'450107','广西壮族自治区南宁市西乡塘区','450107',
'450108','广西壮族自治区南宁市良庆区','450108',
'450109','广西壮族自治区南宁市邕宁区','450109',
'450122','广西壮族自治区南宁市武鸣县','450122',
'450123','广西壮族自治区南宁市隆安县','450123',
'450124','广西壮族自治区南宁市马山县','450124',
'450125','广西壮族自治区南宁市上林县','450125',
'450126','广西壮族自治区南宁市宾阳县','450126',
'450127','广西壮族自治区南宁市横县','450127',
'450200','广西壮族自治区柳州市','4502',
'450201','广西壮族自治区柳州市市辖区','450201',
'450202','广西壮族自治区柳州市城中区','450202',
'450203','广西壮族自治区柳州市鱼峰区','450203',
'450204','广西壮族自治区柳州市柳南区','450204',
'450205','广西壮族自治区柳州市柳北区','450205',
'450221','广西壮族自治区柳州市柳江县','450221',
'450222','广西壮族自治区柳州市柳城县','450222',
'450223','广西壮族自治区柳州市鹿寨县','450223',
'450224','广西壮族自治区柳州市融安县','450224',
'450225','广西壮族自治区柳州市融水苗族自治县','450225',
'450226','广西壮族自治区柳州市三江侗族自治县','450226',
'450300','广西壮族自治区桂林市','4503',
'450301','广西壮族自治区桂林市市辖区','450301',
'450302','广西壮族自治区桂林市秀峰区','450302',
'450303','广西壮族自治区桂林市叠彩区','450303',
'450304','广西壮族自治区桂林市象山区','450304',
'450305','广西壮族自治区桂林市七星区','450305',
'450311','广西壮族自治区桂林市雁山区','450311',
'450321','广西壮族自治区桂林市阳朔县','450321',
'450322','广西壮族自治区桂林市临桂县','450322',
'450323','广西壮族自治区桂林市灵川县','450323',
'450324','广西壮族自治区桂林市全州县','450324',
'450325','广西壮族自治区桂林市兴安县','450325',
'450326','广西壮族自治区桂林市永福县','450326',
'450327','广西壮族自治区桂林市灌阳县','450327',
'450328','广西壮族自治区桂林市龙胜各族自治县','450328',
'450329','广西壮族自治区桂林市资源县','450329',
'450330','广西壮族自治区桂林市平乐县','450330',
'450331','广西壮族自治区桂林市荔浦县','450331',
'450332','广西壮族自治区桂林市恭城瑶族自治县','450332',
'450400','广西壮族自治区梧州市','4504',
'450401','广西壮族自治区梧州市市辖区','450401',
'450403','广西壮族自治区梧州市万秀区','450403',
'450405','广西壮族自治区梧州市长洲区','450405',
'450406','广西壮族自治区梧州市龙圩区','450406',
'450421','广西壮族自治区梧州市苍梧县','450421',
'450422','广西壮族自治区梧州市藤县','450422',
'450423','广西壮族自治区梧州市蒙山县','450423',
'450481','广西壮族自治区梧州市岑溪市','450481',
'450500','广西壮族自治区北海市','4505',
'450501','广西壮族自治区北海市市辖区','450501',
'450502','广西壮族自治区北海市海城区','450502',
'450503','广西壮族自治区北海市银海区','450503',
'450512','广西壮族自治区北海市铁山港区','450512',
'450521','广西壮族自治区北海市合浦县','450521',
'450600','广西壮族自治区防城港市','4506',
'450601','广西壮族自治区防城港市市辖区','450601',
'450602','广西壮族自治区防城港市港口区','450602',
'450603','广西壮族自治区防城港市防城区','450603',
'450621','广西壮族自治区防城港市上思县','450621',
'450681','广西壮族自治区防城港市东兴市','450681',
'450700','广西壮族自治区钦州市','4507',
'450701','广西壮族自治区钦州市市辖区','450701',
'450702','广西壮族自治区钦州市钦南区','450702',
'450703','广西壮族自治区钦州市钦北区','450703',
'450721','广西壮族自治区钦州市灵山县','450721',
'450722','广西壮族自治区钦州市浦北县','450722',
'450800','广西壮族自治区贵港市','4508',
'450801','广西壮族自治区贵港市市辖区','450801',
'450802','广西壮族自治区贵港市港北区','450802',
'450803','广西壮族自治区贵港市港南区','450803',
'450804','广西壮族自治区贵港市覃塘区','450804',
'450821','广西壮族自治区贵港市平南县','450821',
'450881','广西壮族自治区贵港市桂平市','450881',
'450900','广西壮族自治区玉林市','4509',
'450901','广西壮族自治区玉林市市辖区','450901',
'450902','广西壮族自治区玉林市玉州区','450902',
'450903','广西壮族自治区玉林市福绵区','450903',
'450921','广西壮族自治区玉林市容县','450921',
'450922','广西壮族自治区玉林市陆川县','450922',
'450923','广西壮族自治区玉林市博白县','450923',
'450924','广西壮族自治区玉林市兴业县','450924',
'450981','广西壮族自治区玉林市北流市','450981',
'451000','广西壮族自治区百色市','4510',
'451001','广西壮族自治区百色市市辖区','451001',
'451002','广西壮族自治区百色市右江区','451002',
'451021','广西壮族自治区百色市田阳县','451021',
'451022','广西壮族自治区百色市田东县','451022',
'451023','广西壮族自治区百色市平果县','451023',
'451024','广西壮族自治区百色市德保县','451024',
'451025','广西壮族自治区百色市靖西县','451025',
'451026','广西壮族自治区百色市那坡县','451026',
'451027','广西壮族自治区百色市凌云县','451027',
'451028','广西壮族自治区百色市乐业县','451028',
'451029','广西壮族自治区百色市田林县','451029',
'451030','广西壮族自治区百色市西林县','451030',
'451031','广西壮族自治区百色市隆林各族自治县','451031',
'451100','广西壮族自治区贺州市','4511',
'451101','广西壮族自治区贺州市市辖区','451101',
'451102','广西壮族自治区贺州市八步区','451102',
'451121','广西壮族自治区贺州市昭平县','451121',
'451122','广西壮族自治区贺州市钟山县','451122',
'451123','广西壮族自治区贺州市富川瑶族自治县','451123',
'451200','广西壮族自治区河池市','4512',
'451201','广西壮族自治区河池市市辖区','451201',
'451202','广西壮族自治区河池市金城江区','451202',
'451221','广西壮族自治区河池市南丹县','451221',
'451222','广西壮族自治区河池市天峨县','451222',
'451223','广西壮族自治区河池市凤山县','451223',
'451224','广西壮族自治区河池市东兰县','451224',
'451225','广西壮族自治区河池市罗城仫佬族自治县','451225',
'451226','广西壮族自治区河池市环江毛南族自治县','451226',
'451227','广西壮族自治区河池市巴马瑶族自治县','451227',
'451228','广西壮族自治区河池市都安瑶族自治县','451228',
'451229','广西壮族自治区河池市大化瑶族自治县','451229',
'451281','广西壮族自治区河池市宜州市','451281',
'451300','广西壮族自治区来宾市','4513',
'451301','广西壮族自治区来宾市市辖区','451301',
'451302','广西壮族自治区来宾市兴宾区','451302',
'451321','广西壮族自治区来宾市忻城县','451321',
'451322','广西壮族自治区来宾市象州县','451322',
'451323','广西壮族自治区来宾市武宣县','451323',
'451324','广西壮族自治区来宾市金秀瑶族自治县','451324',
'451381','广西壮族自治区来宾市合山市','451381',
'451400','广西壮族自治区崇左市','4514',
'451401','广西壮族自治区崇左市市辖区','451401',
'451402','广西壮族自治区崇左市江洲区','451402',
'451421','广西壮族自治区崇左市扶绥县','451421',
'451422','广西壮族自治区崇左市宁明县','451422',
'451423','广西壮族自治区崇左市龙州县','451423',
'451424','广西壮族自治区崇左市大新县','451424',
'451425','广西壮族自治区崇左市天等县','451425',
'451481','广西壮族自治区崇左市凭祥市','451481',
'460000','海南省','46',
'460100','海南省海口市','4601',
'460101','海南省海口市市辖区','460101',
'460105','海南省海口市秀英区','460105',
'460106','海南省海口市龙华区','460106',
'460107','海南省海口市琼山区','460107',
'460108','海南省海口市美兰区','460108',
'460200','海南省三亚市','4602',
'460201','海南省三亚市市辖区','460201',
'460202','海南省三亚市海棠区','460202',
'460203','海南省三亚市吉阳区','460203',
'460204','海南省三亚市天涯区','460204',
'460205','海南省三亚市崖州区','460205',
'460300','海南省三沙市','4603',
'469000','海南省省直辖县级行政单位','4690',
'469001','海南省五指山市','469001',
'469002','海南省琼海市','469002',
'469003','海南省儋州市','469003',
'469005','海南省文昌市','469005',
'469006','海南省万宁市','469006',
'469007','海南省东方市','469007',
'469021','海南省定安县','469021',
'469022','海南省屯昌县','469022',
'469023','海南省澄迈县','469023',
'469024','海海南省临高县','469024',
'469025','海南省白沙黎族自治县','469025',
'469026','海南省昌江黎族自治县','469026',
'469027','海南省乐东黎族自治县','469027',
'469028','海南省陵水黎族自治县','469028',
'469029','海南省保亭黎族苗族自治县','469029',
'469030','海南省琼中黎族苗族自治县','469030',
'500000','重庆市','50',
'500100','重庆市市辖区','5001',
'500101','重庆市万州区','500101',
'500102','重庆市涪陵区','500102',
'500103','重庆市渝中区','500103',
'500104','重庆市大渡口区','500104',
'500105','重庆市江北区','500105',
'500106','重庆市沙坪坝区','500106',
'500107','重庆市九龙坡区','500107',
'500108','重庆市南岸区','500108',
'500109','重庆市北碚区','500109',
'500110','重庆市綦江区','500110',
'500111','重庆市大足区','500111',
'500112','重庆市渝北区','500112',
'500113','重庆市巴南区','500113',
'500114','重庆市黔江区','500114',
'500115','重庆市长寿区','500115',
'500116','重庆市江津区','500116',
'500117','重庆市合川区','500117',
'500118','重庆市永川区','500118',
'500119','重庆市南川区','500119',
'500120','重庆市璧山区','500120',
'500151','重庆市铜梁区','500151',
'500200','重庆市县','5002',
'500223','重庆市潼南县','500223',
'500226','重庆市荣昌县','500226',
'500228','重庆市梁平县','500228',
'500229','重庆市城口县','500229',
'500230','重庆市丰都县','500230',
